# Time-averaged data for fix outmsd
# TimeStep c_msd[4]
19400 191.737
19500 192.546
19600 193.738
19700 194.202
19800 194.914
19900 196.123
20000 197.078
20100 197.647
20200 198.776
20300 199.47
20400 200.067
20500 200.873
20600 201.471
20700 202.59
20800 203.495
20900 205.051
21000 206.517
21100 207.123
21200 207.756
21300 208.802
21400 210.207
21500 211.388
21600 212.53
21700 213.677
21800 214.307
21900 215.16
22000 215.978
22100 217.467
22200 218.4
22300 219.229
22400 219.978
22500 221.814
22600 222.423
22700 223.575
22800 224.358
22900 225.503
23000 226.038
23100 227.042
23200 227.787
23300 228.383
23400 229.184
23500 230.206
23600 231.834
23700 233.205
23800 234.309
23900 235.015
24000 236.053
24100 237.326
24200 238.514
24300 239.961
24400 241.178
24500 241.262
24600 241.83
24700 242.147
24800 242.555
24900 244.142
25000 244.77
25100 245.668
25200 246.644
25300 248.201
25400 250.14
25500 250.352
25600 251.838
25700 253.508
25800 254.481
25900 255.945
26000 257.452
26100 258.164
26200 259.389
26300 260.193
26400 261.982
26500 263.173
26600 264.66
26700 266.524
26800 267.219
26900 269.127
27000 269.534
27100 270.377
27200 271.646
27300 272.73
27400 273.826
27500 275.195
27600 275.968
27700 277.02
27800 278.24
27900 279.085
28000 280.767
28100 281.431
28200 281.801
28300 282.668
28400 283.108
28500 284.076
28600 285.387
28700 285.958
28800 287.055
28900 288.269
29000 289.63
29100 291.036
29200 291.924
29300 293.271
29400 294.234
29500 294.487
29600 295.704
29700 296.518
29800 297.83
29900 298.416
30000 299.535
30100 299.895
30200 301.327
30300 301.702
30400 302.427
30500 303.001
30600 304.254
30700 305.407
30800 306.633
30900 307.613
31000 308.766
31100 309.8
31200 311.3
31300 312.443
31400 313.875
31500 315.417
31600 316.556
31700 317.658
31800 318.496
31900 320.32
32000 321.295
32100 322.177
32200 323.143
32300 324.032
32400 324.554
32500 325.024
32600 325.951
32700 327.081
32800 328.132
32900 329.37
33000 330.318
33100 331.488
33200 332.546
33300 333.02
33400 334.68
33500 335.452
33600 336.643
33700 337.997
33800 339.323
33900 340.388
34000 342.092
34100 344.169
34200 345.528
34300 346.42
34400 348.085
34500 347.814
34600 348.106
34700 349.613
34800 350.4
34900 351.759
35000 352.855
35100 353.882
35200 354.684
35300 355.073
35400 356.394
35500 356.701
35600 357.23
35700 357.882
35800 358.436
35900 359.233
36000 359.854
36100 360.961
36200 362.049
36300 362.543
36400 363.274
36500 363.926
36600 364.358
36700 364.96
36800 365.872
36900 367
37000 367.893
37100 369.219
37200 369.281
37300 370.127
37400 370.563
37500 371.166
37600 372.736
37700 374.066
37800 374.37
37900 375.87
38000 377.266
38100 377.825
38200 379.005
38300 380.321
38400 381.724
38500 382.828
38600 384.302
38700 385.015
38800 387.018
38900 388.222
39000 388.719
39100 389.124
39200 389.853
39300 390.882
39400 392.202
39500 394.189
39600 394.9
39700 396.269
39800 397.437
39900 398.12
40000 399.614
40100 399.574
40200 401.288
40300 401.177
40400 401.994
40500 402.602
40600 402.978
40700 403.434
40800 403.727
40900 404.679
41000 405.699
41100 407.266
41200 408.251
41300 409.13
41400 410.165
41500 410.057
41600 410.864
41700 411.361
41800 412.513
41900 412.721
42000 414.698
42100 415.94
42200 417.178
42300 417.062
42400 418.251
42500 419.506
42600 420.786
42700 422.582
42800 424.172
42900 424.968
43000 426.317
43100 426.612
43200 427.89
43300 428.82
43400 429.179
43500 429.976
43600 430.672
43700 430.68
43800 431.038
43900 431.039
44000 433.242
44100 433.517
44200 434.597
44300 435.906
44400 437.479
44500 439.084
44600 439.96
44700 440.116
44800 441.608
44900 441.366
45000 442.86
45100 443.786
45200 444.06
45300 445.33
45400 446.688
45500 447.138
45600 447.446
45700 447.473
45800 448.357
45900 449.273
46000 450.306
46100 451.04
46200 452.364
46300 454.402
46400 455.826
46500 457.268
46600 457.281
46700 458.661
46800 459.739
46900 460.406
47000 460.52
47100 461.699
47200 462.308
47300 463.298
47400 463.864
47500 464.314
47600 464.643
47700 466.405
47800 467.521
47900 469.434
48000 469.954
48100 470.629
48200 471.618
48300 472.467
48400 474.213
48500 474.716
48600 476.409
48700 478.14
48800 479.24
48900 479.815
49000 480.917
49100 481.901
49200 482.51
49300 483.695
49400 484.585
49500 484.967
49600 486.287
49700 487.1
49800 486.965
49900 487.763
50000 488.989
50100 489.157
50200 489.645
50300 490.665
50400 491.7
50500 492.178
50600 493.342
50700 495.495
50800 497.178
50900 498.116
51000 499.2
51100 500.161
51200 501.114
51300 502.288
51400 503.483
51500 504.071
51600 505.912
51700 507.754
51800 509.236
51900 510.845
52000 511.591
52100 513.763
52200 515.002
52300 515.817
52400 515.826
52500 517.647
52600 517.991
52700 518.681
52800 519.082
52900 519.938
53000 521.095
53100 522.036
53200 522.487
53300 522.573
53400 522.314
53500 523.29
53600 523.534
53700 525.398
53800 526.153
53900 527.047
54000 527.57
54100 528.796
54200 529.076
54300 529.619
54400 530.805
54500 531.304
54600 532.267
54700 532.289
54800 531.652
54900 532.602
55000 534.142
55100 533.824
55200 535.158
55300 535.182
55400 536.842
55500 539.016
55600 540.127
55700 541.448
55800 542.167
55900 542.97
56000 542.608
56100 542.257
56200 542.477
56300 543.094
56400 544.684
56500 545.488
56600 546.718
56700 547.885
56800 548.699
56900 548.197
57000 549.517
57100 551.131
57200 552.133
57300 552.837
57400 554.464
57500 556.631
57600 557.796
57700 558.674
57800 559.142
57900 560.535
58000 562.032
58100 564.366
58200 564.302
58300 565.497
58400 566.139
58500 567.97
58600 568.594
58700 570.46
58800 571.582
58900 572.289
59000 572.089
59100 572.177
59200 573.576
59300 573.747
59400 574.28
59500 575.968
59600 577.08
59700 577.307
59800 578.877
59900 579.973
60000 580.773
60100 580.672
60200 582.175
60300 583.428
60400 584.186
60500 585.159
60600 585.757
60700 587.216
60800 589.196
60900 590.776
61000 591.264
61100 591.803
61200 592.494
61300 593.862
61400 595.159
61500 595.788
61600 596.58
61700 597.204
61800 598.63
61900 598.318
62000 599.072
62100 600.129
62200 601.586
62300 602.254
62400 602.188
62500 602.714
62600 603.313
62700 605.258
62800 606.445
62900 607.524
63000 608.237
63100 609.112
63200 609.245
63300 610.167
63400 611.362
63500 613.146
63600 613.736
63700 615.866
63800 616.075
63900 618.102
64000 618.034
64100 618.78
64200 620.097
64300 620.151
64400 619.778
64500 620.892
64600 621.317
64700 622.071
64800 622.396
64900 624.564
65000 624.653
65100 625.127
65200 626.352
65300 626.605
65400 627.938
65500 628.873
65600 629.739
65700 630.829
65800 632.125
65900 632.286
66000 632.837
66100 634.655
66200 635.691
66300 637.191
66400 638.375
66500 640.815
66600 642.142
66700 642.616
66800 643.432
66900 645.358
67000 646.313
67100 647.232
67200 648.138
67300 649.9
67400 649.492
67500 650.524
67600 651.967
67700 652.355
67800 653.057
67900 655.511
68000 656.142
68100 657.482
68200 657.27
68300 657.862
68400 659.444
68500 661.511
68600 662.694
68700 664.388
68800 664.621
68900 665.999
69000 666.032
69100 668.115
69200 668.538
69300 669.915
69400 670.943
69500 672.343
69600 672.402
69700 673.774
69800 674.848
69900 674.927
70000 675.02
70100 676.869
70200 677.475
70300 677.918
70400 679.546
70500 680.958
70600 682.117
70700 683.192
70800 683.83
70900 684.836
71000 685.563
71100 686.864
71200 686.548
71300 687.454
71400 688.693
71500 689.443
71600 690.736
71700 692.152
71800 693.418
71900 694.01
72000 694.112
72100 695.082
72200 695.984
72300 697.121
72400 697.827
72500 699.044
72600 699.153
72700 700.453
72800 702.314
72900 702.92
73000 703.701
73100 704.075
73200 705.224
73300 706.442
73400 707.386
73500 708.314
73600 708.169
73700 709.681
73800 710.227
73900 710.665
74000 711.925
74100 712.107
74200 712.255
74300 713.597
74400 714.723
74500 714.344
74600 715.037
74700 716.861
74800 718.42
74900 720.329
75000 721.234
75100 720.125
75200 720.329
75300 722.066
75400 723.478
75500 724.755
75600 725.463
75700 728.415
75800 729.551
75900 731.164
76000 731.312
76100 731.255
76200 731.638
76300 732.643
76400 733.903
76500 735.363
76600 735.286
76700 737.372
76800 738.99
76900 739.124
77000 740.985
77100 742.343
77200 742.248
77300 742.979
77400 743.23
77500 744.57
77600 745.204
77700 745.852
77800 747.198
77900 747.722
78000 749.344
78100 752.171
78200 754.225
78300 755.586
78400 757.573
78500 759.875
78600 759.791
78700 761.145
78800 761.464
78900 763.388
79000 763.313
79100 764.521
79200 765.361
79300 765.178
79400 767.361
79500 768.987
79600 770.548
79700 770.568
79800 772.455
79900 772.754
80000 772.573
80100 772.642
80200 774.01
80300 774.775
80400 776.436
80500 778.494
80600 777.557
80700 778.664
80800 780.806
80900 782.061
81000 784.042
81100 786.011
81200 787.504
81300 788.775
81400 789.284
81500 790.796
81600 791.777
81700 792.634
81800 793.432
81900 794.739
82000 795.532
82100 797.522
82200 799.008
82300 800.218
82400 801.041
82500 800.281
82600 801.901
82700 803.75
82800 804.119
82900 805.119
83000 805.569
83100 806.089
83200 806.945
83300 808.266
83400 809.376
83500 810.511
83600 811.204
83700 813.219
83800 813.801
83900 815.343
84000 815.394
84100 816.852
84200 818.04
84300 820.141
84400 819.418
84500 820.113
84600 820.771
84700 821.706
84800 822.549
84900 823
85000 825.39
85100 825.641
85200 826.731
85300 827.633
85400 828.903
85500 830.42
85600 831.277
85700 833.032
85800 834.16
85900 833.682
86000 834.286
86100 834.652
86200 835.979
86300 836.964
86400 838.285
86500 838.094
86600 837.94
86700 838.533
86800 840.143
86900 841.476
87000 842.451
87100 844.484
87200 844.964
87300 846.153
87400 846.565
87500 847.49
87600 849.45
87700 850.099
87800 850.106
87900 849.44
88000 851.164
88100 851.738
88200 852.53
88300 853.516
88400 854.892
88500 856.973
88600 858.086
88700 859.13
88800 859.981
88900 860.228
89000 860.476
89100 861.182
89200 861.125
89300 861.648
89400 862.381
89500 864.045
89600 865.003
89700 865.989
89800 867.089
89900 867.585
90000 870.279
90100 870.616
90200 870.939
90300 872.645
90400 873.706
90500 875.374
90600 876.474
90700 878.296
90800 879.353
90900 881.232
91000 882.187
91100 883.487
91200 884.166
91300 886.056
91400 886.106
91500 887.659
91600 888.493
91700 891.207
91800 891.636
91900 891.753
92000 891.889
92100 893.199
92200 894.285
92300 895.138
92400 895.075
92500 895.846
92600 895.512
92700 897.165
92800 897.793
92900 897.456
93000 898.582
93100 898.984
93200 900.347
93300 901.86
93400 902.951
93500 903.424
93600 903.48
93700 905.736
93800 905.679
93900 907.205
94000 907.552
94100 908.125
94200 908.729
94300 909.342
94400 910.231
94500 911.742
94600 912.627
94700 910.869
94800 911.699
94900 912.105
95000 913.202
95100 914.966
95200 915.299
95300 915.52
95400 917.165
95500 917.02
95600 917.613
95700 918.56
95800 918.358
95900 920.929
96000 921.081
96100 922.045
96200 921.446
96300 921.595
96400 922.704
96500 923.982
96600 923.683
96700 925.881
96800 925.731
96900 926.147
97000 925.524
97100 925.256
97200 925.218
97300 926.697
97400 927.021
97500 928.064
97600 928.661
97700 930.957
97800 931.943
97900 933.539
98000 934.649
98100 935.762
98200 937.577
98300 938.045
98400 938.778
98500 940.645
98600 940.81
98700 942.601
98800 942.349
98900 945.296
99000 945.902
99100 947.609
99200 947.679
99300 948.556
99400 948.881
99500 948.687
99600 950.177
99700 950.709
99800 951.976
99900 951.697
100000 953.919
