LAMMPS data file via write_data, version 30 Mar 2026, timestep = 67, units = metal

648 atoms
2 atom types

0 19.5186 xlo xhi
0 17.787599999999998 ylo yhi
0.27104164749784426 19.247558352502164 zlo zhi

Masses

1 47.867
2 15.999

Atoms # charge

1 2 -1.389027575204064 3.2530999999999963 6.660904070521665e-16 0.27299350749785023 0 0 0
4 2 -1.389027575204069 3.2530999999999963 2.9646 0.27299350749785245 0 0 0
7 2 -1.389027575204071 3.253099999999996 5.929199999999999 0.2729935074978523 0 0 0
19 1 3.143040359738669 0 7.7559377096770845e-16 1.9068039786744824 0 0 0
20 1 3.19243432456788 3.253100000000012 0 4.860457992827162 0 0 0
21 1 3.19550034468068 7.785885679022087e-16 1.4822999999999986 4.966484688714164 0 0 0
22 1 3.169458062170224 3.2531000000000048 1.4823000000000002 1.5278567186468588 0 0 0
25 2 -1.599832009194099 0 1.277587572626554e-15 6.217534095149566 0 0 0
26 2 -1.613629260828214 3.253099999999994 1.6670811661334782e-15 2.830077834376824 0 0 0
27 2 -1.601982448425227 1.970198456678451 1.4823000000000015 4.838016278660479 0 0 0
28 2 -1.643359771061923 5.301751522345742 1.4823000000000008 1.5142300479171942 0 0 0
29 2 -1.601982448425239 4.536001543321534 1.4823000000000022 4.8380162786604854 0 0 0
30 2 -1.643359771061914 1.2044484776542503 1.4823000000000015 1.5142300479171997 0 0 0
55 1 3.14304035973867 0 2.964600000000001 1.906803978674486 0 0 0
56 1 3.192434324567882 3.2531000000000114 2.9645999999999977 4.860457992827163 0 0 0
57 1 3.195500344680682 1.0222941810073737e-15 4.4468999999999985 4.9664846887141625 0 0 0
58 1 3.169458062170225 3.2531000000000057 4.4469 1.5278567186468555 0 0 0
61 2 -1.599832009194096 0 2.9646 6.217534095149564 0 0 0
62 2 -1.613629260828212 3.253099999999993 2.9646000000000017 2.830077834376825 0 0 0
63 2 -1.601982448425225 1.9701984566784507 4.4469 4.838016278660479 0 0 0
