LAMMPS data file via write_data, version 30 Mar 2026, timestep = 88, units = metal

792 atoms
2 atom types

0 26.0248 xlo xhi
0 17.787599999999998 ylo yhi
0.26457915458233777 19.249865433269562 zlo zhi

Masses

1 47.867
2 15.999

Atoms # charge

1 2 -1.378676663078848 3.2531027041337883 1.3426946653355231e-15 0.2670437111759784 0 0 0
5 2 -1.378676663078847 3.253102704133788 2.9646 0.2670437111759784 0 0 0
9 2 -1.378676663078848 3.2531027041337883 5.9292 0.2670437111759792 0 0 0
26 1 3.193830927706845 3.253090245452724 1.6196751133936982e-15 4.853739490408812 0 0 0
28 1 3.170242525956258 3.2531179989644916 1.4823000000000002 1.5234093349643545 0 0 0
32 2 -1.612486987897907 3.2531318788604713 7.001708021565171e-16 2.8237636914459685 0 0 0
33 2 -1.600303604947966 1.9703397065186252 1.4823000000000006 4.835828914862141 0 0 0
34 2 -1.641741754050377 5.301151920518307 1.4823000000000006 1.5179139929481715 0 0 0
35 2 -1.600299771918064 4.53576065818779 1.4823000000000004 4.835893573074903 0 0 0
36 2 -1.641746669205885 1.205057733516342 1.4823000000000002 1.5178799503238996 0 0 0
74 1 3.193830927706845 3.2530902454527255 2.9646000000000003 4.853739490408811 0 0 0
76 1 3.170242525956257 3.253117998964492 4.4469 1.5234093349643563 0 0 0
80 2 -1.612486987897908 3.2531318788604704 2.9646 2.8237636914459685 0 0 0
81 2 -1.600303604947964 1.970339706518626 4.4469 4.835828914862142 0 0 0
82 2 -1.641741754050376 5.301151920518307 4.4469 1.517913992948171 0 0 0
83 2 -1.600299771918064 4.53576065818779 4.446899999999999 4.835893573074903 0 0 0
84 2 -1.641746669205884 1.205057733516342 4.446899999999999 1.5178799503238998 0 0 0
122 1 3.193830927706844 3.2530902454527255 5.9292 4.853739490408812 0 0 0
124 1 3.170242525956258 3.2531179989644925 7.4115 1.5234093349643552 0 0 0
128 2 -1.612486987897908 3.253131878860471 5.9292 2.823763691445969 0 0 0
129 2 -1.600303604947964 1.9703397065186248 7.4115 4.835828914862142 0 0 0
130 2 -1.641741754050376 5.301151920518307 7.411499999999999 1.5179139929481713 0 0 0
131 2 -1.600299771918064 4.53576065818779 7.4115 4.835893573074903 0 0 0
132 2 -1.641746669205884 1.2050577335163415 7.411499999999999 1.5178799503238993 0 0 0
37 1 3.144901934445514 6.506188379502211 1.5373373575727027e-15 1.9126007687703217 0 0 0
41 2 -1.660622034429348 6.506088708814359 8.894704761362405e-16 3.7120375798081775 0 0 0
85 1 3.144901934445512 6.50618837950221 2.9646 1.9126007687703221 0 0 0
89 2 -1.660622034429349 6.506088708814358 2.9646000000000003 3.7120375798081784 0 0 0
133 1 3.144901934445512 6.50618837950221 5.9292 1.9126007687703217 0 0 0
137 2 -1.660622034429348 6.506088708814358 5.9292 3.712037579808178 0 0 0
2 2 -1.378602411993461 9.759233427103137 1.2357541178406414e-15 0.2666520694421929 0 0 0
6 2 -1.37860241199346 9.759233427103137 2.9646000000000003 0.2666520694421929 0 0 0
10 2 -1.37860241199346 9.759233427103139 5.9292 0.26665206944219366 0 0 0
38 1 3.193777293563601 9.758963334050911 1.8567466498217303e-15 4.854240561759974 0 0 0
39 1 3.197070646674328 6.506261418054495 1.4823000000000008 4.972569004124681 0 0 0
40 1 3.170225308496405 9.759009596738144 1.4823000000000002 1.5231510458137434 0 0 0
43 2 -1.598695453248063 6.5066358007647525 1.119168919387671e-15 6.223834839825144 0 0 0
44 2 -1.61221547301853 9.758945273268438 1.2379317976079967e-15 2.823328973709926 0 0 0
45 2 -1.600300565306354 8.476546363736126 1.4823000000000002 4.83571370756549 0 0 0
46 2 -1.642023508391575 11.807143081040033 1.4823000000000008 1.5150789311448853 0 0 0
47 2 -1.600355325074237 11.041521286723457 1.4823000000000006 4.834773289662351 0 0 0
48 2 -1.641789032793489 7.711133760379039 1.4823000000000002 1.5177048483335964 0 0 0
86 1 3.193777293563602 9.75896333405091 2.9646000000000003 4.8542405617599735 0 0 0
87 1 3.197070646674328 6.506261418054495 4.4469 4.972569004124681 0 0 0
88 1 3.170225308496405 9.759009596738142 4.446899999999999 1.5231510458137434 0 0 0
91 2 -1.598695453248064 6.506635800764753 2.9646000000000003 6.223834839825145 0 0 0
92 2 -1.612215473018531 9.758945273268438 2.9646000000000003 2.823328973709925 0 0 0
93 2 -1.600300565306354 8.476546363736126 4.4469 4.83571370756549 0 0 0
94 2 -1.642023508391574 11.807143081040033 4.4469 1.5150789311448853 0 0 0
95 2 -1.600355325074238 11.041521286723457 4.446899999999999 4.834773289662351 0 0 0
96 2 -1.641789032793488 7.711133760379039 4.4469 1.5177048483335975 0 0 0
134 1 3.193777293563602 9.75896333405091 5.9292 4.8542405617599735 0 0 0
135 1 3.197070646674327 6.506261418054495 7.4115 4.972569004124681 0 0 0
136 1 3.170225308496406 9.759009596738144 7.411499999999999 1.5231510458137436 0 0 0
139 2 -1.598695453248064 6.5066358007647525 5.9292 6.223834839825144 0 0 0
140 2 -1.61221547301853 9.758945273268438 5.9292 2.823328973709926 0 0 0
141 2 -1.600300565306354 8.476546363736125 7.4115 4.835713707565489 0 0 0
142 2 -1.642023508391574 11.807143081040033 7.4115 1.5150789311448853 0 0 0
143 2 -1.600355325074236 11.041521286723457 7.411499999999999 4.83477328966235 0 0 0
144 2 -1.641789032793488 7.711133760379039 7.411499999999999 1.5177048483335973 0 0 0
3 2 -1.378050422207127 16.265454751224176 1.266607449156335e-15 0.2665310145823378 0 0 0
7 2 -1.378050422207129 16.265454751224173 2.9646 0.26653101458233824 0 0 0
11 2 -1.378050422207128 16.265454751224176 5.9292 0.26653101458233863 0 0 0
49 1 3.144975454294727 13.012428183984259 9.471959512787737e-16 1.9065055774583555 0 0 0
50 1 3.193349229368664 16.265427503402602 1.6286071755489067e-15 4.857883334615882 0 0 0
51 1 3.197820367129105 13.012641718512732 1.4823000000000008 4.964838420317774 0 0 0
52 1 3.170132430372923 16.26541216095517 1.4823000000000008 1.5234879316048213 0 0 0
53 2 -1.660655173423418 13.012430637967121 1.3366248678667591e-15 3.705733842189352 0 0 0
55 2 -1.604894973648983 13.013070703327216 1.5620445584756953e-15 6.210748617532306 0 0 0
56 2 -1.611365396138343 16.26542353406362 5.077735007268187e-16 2.8234121933765843 0 0 0
57 2 -1.600433756703173 14.983481022152032 1.4823000000000004 4.835799873988542 0 0 0
58 2 -1.642140757015854 18.313426845156794 1.4823000000000004 1.513814654398522 0 0 0
59 2 -1.600468765855367 17.547450045761334 1.4823000000000006 4.835475169408412 0 0 0
60 2 -1.642071508463849 14.217504909616713 1.4823000000000006 1.5147736152283142 0 0 0
97 1 3.144975454294726 13.01242818398426 2.9646000000000003 1.9065055774583548 0 0 0
98 1 3.193349229368662 16.265427503402602 2.9646000000000003 4.857883334615883 0 0 0
99 1 3.197820367129106 13.012641718512732 4.4469 4.964838420317774 0 0 0
100 1 3.170132430372922 16.265412160955172 4.446899999999999 1.523487931604822 0 0 0
101 2 -1.660655173423418 13.012430637967121 2.9646 3.705733842189352 0 0 0
103 2 -1.604894973648982 13.013070703327216 2.9646 6.210748617532306 0 0 0
104 2 -1.611365396138343 16.265423534063622 2.964599999999999 2.823412193376585 0 0 0
105 2 -1.600433756703174 14.983481022152032 4.446899999999999 4.835799873988541 0 0 0
106 2 -1.642140757015855 18.313426845156794 4.446899999999999 1.513814654398522 0 0 0
107 2 -1.600468765855366 17.547450045761334 4.4469 4.835475169408412 0 0 0
108 2 -1.642071508463849 14.217504909616713 4.446899999999999 1.5147736152283149 0 0 0
145 1 3.144975454294725 13.012428183984262 5.9292 1.9065055774583555 0 0 0
146 1 3.193349229368662 16.265427503402602 5.9292 4.857883334615881 0 0 0
147 1 3.197820367129107 13.012641718512732 7.411499999999999 4.964838420317774 0 0 0
148 1 3.170132430372923 16.26541216095517 7.411499999999999 1.5234879316048218 0 0 0
149 2 -1.660655173423418 13.012430637967121 5.9292 3.7057338421893524 0 0 0
151 2 -1.604894973648983 13.013070703327216 5.9292 6.210748617532306 0 0 0
152 2 -1.611365396138344 16.26542353406362 5.9292 2.8234121933765848 0 0 0
153 2 -1.600433756703174 14.98348102215203 7.4115 4.835799873988542 0 0 0
154 2 -1.642140757015855 18.313426845156794 7.411499999999999 1.5138146543985223 0 0 0
155 2 -1.600468765855367 17.547450045761334 7.411499999999999 4.835475169408412 0 0 0
156 2 -1.642071508463849 14.217504909616713 7.4115 1.514773615228314 0 0 0
63 1 3.197899230966704 19.51856339064662 1.4823000000000013 4.962501423127997 0 0 0
67 2 -1.606254764378775 19.51827268861157 1.439603393211334e-15 6.207593718980333 0 0 0
111 1 3.197899230966704 19.518563390646623 4.446899999999999 4.962501423127996 0 0 0
115 2 -1.606254764378774 19.51827268861157 2.964600000000001 6.207593718980334 0 0 0
159 1 3.197899230966704 19.51856339064662 7.411499999999999 4.962501423127996 0 0 0
163 2 -1.606254764378774 19.51827268861157 5.929199999999999 6.207593718980334 0 0 0
25 1 3.144896001533211 26.024760489617663 1.3979362928969667e-15 1.9124214340094665 -1 0 0
27 1 3.197065644165348 26.024531549891584 1.4823000000000006 4.972323181938235 -1 0 0
29 2 -1.660677551333853 26.02471372420694 5.824482802354565e-16 3.7118700640144757 -1 0 0
31 2 -1.599401203746321 26.02410732211988 8.575205729939055e-16 6.223571565902871 -1 0 0
73 1 3.144896001533211 26.024760489617663 2.9646000000000003 1.9124214340094672 -1 0 0
75 1 3.197065644165349 26.024531549891584 4.446899999999999 4.972323181938236 -1 0 0
77 2 -1.660677551333853 26.02471372420694 2.9646000000000003 3.7118700640144757 -1 0 0
