# Chunk-averaged data for fix prof and group all
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount v_temp
400000 20 17280
  1 0.025 873.864 251.858
  2 0.075 869.84 269.594
  3 0.125 867.758 282.223
  4 0.175 866.108 286.504
  5 0.225 864.774 295.296
  6 0.275 864.822 296.699
  7 0.325 863.178 305.464
  8 0.375 861.856 313.339
  9 0.425 860.452 320.953
  10 0.475 858.064 333.881
  11 0.525 854.39 353.471
  12 0.575 857.59 334.45
  13 0.625 859.824 321.368
  14 0.675 862.298 309.804
  15 0.725 863.338 304.581
  16 0.775 863.874 301.006
  17 0.825 865.024 293.893
  18 0.875 865.844 287.546
  19 0.925 867.146 280.518
  20 0.975 869.956 269.09
