# Time-averaged data for fix outmsd
# TimeStep c_msd[4]
48000 379.046
48100 379.66
48200 380.269
48300 382.005
48400 383.129
48500 384.39
48600 385.946
48700 387.304
48800 388.427
48900 389.286
49000 389.59
49100 389.718
49200 390.787
49300 392.099
49400 392.808
49500 393.373
49600 393.693
49700 394.445
49800 394.779
49900 395.761
50000 396.809
50100 397.033
50200 397.837
50300 398.596
50400 399.636
50500 401.041
50600 401.357
50700 401.523
50800 402.701
50900 403.501
51000 403.615
51100 403.841
51200 404.734
51300 405.376
51400 406.717
51500 408.06
51600 408.639
51700 408.709
51800 410.744
51900 411.098
52000 412.403
52100 413.306
52200 413.812
52300 414.292
52400 415.221
52500 415.461
52600 417.346
52700 417.874
52800 418.001
52900 418.879
53000 419.49
53100 420.78
53200 421.801
53300 422.489
53400 423.489
53500 423.885
53600 424.372
53700 424.787
53800 426.1
53900 426.955
54000 427.305
54100 427.999
54200 428.989
54300 429.704
54400 429.7
54500 429.858
54600 430.585
54700 430.862
54800 432.37
54900 432.69
55000 434.187
55100 435.176
55200 435.839
55300 436.558
55400 437.322
55500 438.344
55600 439.073
55700 439.029
55800 439.831
55900 440.496
56000 441.417
56100 441.925
56200 443.131
56300 444.244
56400 445.36
56500 446.561
56600 448.05
56700 448.335
56800 449.383
56900 449.52
57000 450.772
57100 451.044
57200 451.528
57300 451.765
57400 452.283
57500 452.914
57600 453.53
57700 454.775
57800 455.198
57900 455.886
58000 456.588
58100 456.852
58200 456.894
58300 457.925
58400 458.541
58500 458.983
58600 459.399
58700 459.797
58800 460.423
58900 461.223
59000 462.426
59100 462.922
59200 464.208
59300 465.273
59400 466.022
59500 465.579
59600 466.422
59700 466.833
59800 467.059
59900 467.338
60000 468.861
60100 469.638
60200 470.749
60300 471.579
60400 472.564
60500 474.433
60600 475.317
60700 476.712
60800 478.019
60900 478.655
61000 478.551
61100 479.28
61200 480.235
61300 480.797
61400 481.375
61500 481.254
61600 482.185
61700 482.601
61800 483.02
61900 483.41
62000 483.938
62100 484.919
62200 485.992
62300 486.862
62400 487.834
62500 488.73
62600 489.942
62700 489.791
62800 490.032
62900 490.678
63000 492.428
63100 493.184
63200 493.999
63300 494.545
63400 494.271
63500 494.419
63600 495.02
63700 496.995
63800 498.243
63900 499.172
64000 500.219
64100 501.565
64200 501.903
64300 502.94
64400 503.849
64500 504.352
64600 504.311
64700 505.258
64800 505.455
64900 506.148
65000 506.552
65100 507.328
65200 507.007
65300 508.08
65400 508.523
65500 508.919
65600 509.425
65700 510.446
65800 511.797
65900 512.151
66000 512.344
66100 513.018
66200 514.067
66300 515.219
66400 515.097
66500 515.715
66600 517.445
66700 516.291
66800 517.246
66900 517.648
67000 519.172
67100 519.618
67200 519.727
67300 520.282
67400 519.466
67500 520.535
67600 520.367
67700 521.026
67800 521.789
67900 522.059
68000 523.113
68100 523.99
68200 525.401
68300 526.524
68400 527.127
68500 527.662
68600 527.613
68700 528.296
68800 528.93
68900 528.561
69000 529.796
69100 529.805
69200 529.745
69300 530.512
69400 532.055
69500 532.781
69600 534.609
69700 534.955
69800 536.519
69900 539.025
70000 540.597
70100 540.199
70200 540.681
70300 542.869
70400 543.234
70500 543.865
70600 544.383
70700 544.476
70800 546.068
70900 547.011
71000 548.267
71100 547.974
71200 548.991
71300 550.215
71400 551.039
71500 551.492
71600 552.08
71700 552.686
71800 554.001
71900 555.265
72000 555.694
72100 557.474
72200 558.5
72300 558.48
72400 558.456
72500 558.38
72600 560.112
72700 560.695
72800 561.84
72900 562.623
73000 563.002
73100 563.973
73200 566.254
73300 567.658
73400 569.126
73500 569.767
73600 569.774
73700 570.816
73800 572.594
73900 573.783
74000 575.106
74100 575.735
74200 576.773
74300 576.363
74400 578.194
74500 579.77
74600 579.985
74700 581.73
74800 582.154
74900 583.148
75000 583.091
75100 583.685
75200 584.605
75300 585.727
75400 587.259
75500 587.074
75600 588.295
75700 588.725
75800 590.041
75900 589.965
76000 590.912
76100 591.379
76200 592.55
76300 592.506
76400 593.45
76500 594.053
76600 595.524
76700 596.563
76800 596.704
76900 598.164
77000 597.848
77100 597.954
77200 598.438
77300 599.824
77400 600.252
77500 600.807
77600 601.81
77700 602.994
77800 602.586
77900 603.167
78000 604.163
78100 604.276
78200 604.779
78300 606.67
78400 606.961
78500 608.305
78600 608.194
78700 608.913
78800 608.11
78900 608.466
79000 608.948
79100 609.894
79200 610.087
79300 610.545
79400 610.734
79500 611.018
79600 611.337
79700 612.273
79800 613.339
79900 613.844
80000 611.812
80100 612.961
80200 613.134
80300 613.919
80400 614.797
80500 615.078
80600 615.528
80700 616.438
80800 616.726
80900 618.208
81000 619.93
81100 620.821
81200 621.847
81300 621.549
81400 623.05
81500 623.425
81600 623.884
81700 624.408
81800 625.788
81900 627.025
82000 628.174
82100 629.089
82200 630.053
82300 631.078
82400 630.83
82500 631.097
82600 631.711
82700 631.105
82800 631.508
82900 632.415
83000 634.456
83100 635.693
83200 635.865
83300 637.535
83400 638.284
83500 639.428
83600 639.898
83700 640.733
83800 641.348
83900 641.93
84000 642.758
84100 644.268
84200 646.574
84300 646.379
84400 646.922
84500 648.874
84600 649.68
84700 650.725
84800 651.924
84900 652.532
85000 653.208
85100 653.782
85200 653.828
85300 654.284
85400 654.011
85500 654.402
85600 653.79
85700 654.168
85800 655.28
85900 656.626
86000 656.432
86100 656.773
86200 657.808
86300 658.739
86400 659.806
86500 661.259
86600 661.208
86700 662.777
86800 663.237
86900 663.458
87000 665.004
87100 665.639
87200 666.62
87300 668.06
87400 669.199
87500 669.398
87600 670.605
87700 671.593
87800 672.749
87900 674.404
88000 674.631
88100 674.856
88200 676.266
88300 677.474
88400 678.808
88500 680.33
88600 681.075
88700 680.567
88800 681.737
88900 681.697
89000 682.564
89100 682.539
89200 682.744
89300 683.84
89400 684.498
89500 685.182
89600 685.241
89700 685.776
89800 686.631
89900 687.671
90000 690.125
90100 690.941
90200 691.114
90300 693.101
90400 694.733
90500 695.289
90600 695.873
90700 695.467
90800 697.328
90900 697.106
91000 696.951
91100 697.795
91200 698.257
91300 698.918
91400 699.205
91500 699.23
91600 699.416
91700 699.983
91800 700.344
91900 701.78
92000 702.396
92100 702.704
92200 703.708
92300 703.22
92400 703.738
92500 705.203
92600 704.763
92700 705.244
92800 706.165
92900 705.978
93000 706.689
93100 706.778
93200 707.061
93300 706.534
93400 707.12
93500 707.155
93600 707.154
93700 708.062
93800 709.054
93900 710.005
94000 711.108
94100 711.673
94200 711.586
94300 712.349
94400 713.847
94500 714.367
94600 715.719
94700 717.43
94800 719.502
94900 719.569
95000 719.503
95100 720.514
95200 721.758
95300 721.93
95400 721.779
95500 722.471
95600 722.912
95700 722.96
95800 724.228
95900 725.155
96000 725.722
96100 726.753
96200 727.817
96300 730.256
96400 729.925
96500 731.541
96600 731.895
96700 733.042
96800 733.647
96900 735.567
97000 735.494
97100 737.124
97200 737.567
97300 738.245
97400 739.542
97500 740.701
97600 740.628
97700 742.781
97800 744.202
97900 744.419
98000 745.281
98100 745.613
98200 746.029
98300 747.569
98400 748.183
98500 749.725
98600 750.163
98700 750.27
98800 750.344
98900 751.957
99000 753.073
99100 753.581
99200 754.694
99300 755.017
99400 756.33
99500 756.268
99600 756.754
99700 757.847
99800 759.941
99900 760.828
100000 761.859
