# Time-averaged data for fix outmsd
# TimeStep c_msd[4]
28600 351.831
28700 353.077
28800 353.438
28900 355.166
29000 355.959
29100 357.919
29200 359.028
29300 360.839
29400 361.912
29500 363.35
29600 364.779
29700 366.788
29800 369.83
29900 370.573
30000 371.715
30100 373.456
30200 374.255
30300 374.949
30400 375.392
30500 375.813
30600 377.405
30700 377.554
30800 378.952
30900 379.581
31000 379.875
31100 381.919
31200 382.897
31300 384.277
31400 385.069
31500 385.079
31600 385.673
31700 386.478
31800 387.726
31900 388.961
32000 390.251
32100 391.165
32200 392.756
32300 394.513
32400 396.487
32500 397.426
32600 398.441
32700 398.585
32800 400.21
32900 400.497
33000 401.776
33100 403.582
33200 404.922
33300 406.224
33400 407.547
33500 409.731
33600 410.963
33700 411.594
33800 411.915
33900 412.406
34000 413.447
34100 414.757
34200 415.772
34300 416.753
34400 418.46
34500 420.17
34600 421.544
34700 422.794
34800 424.15
34900 425.938
35000 427.214
35100 428.36
35200 428.125
35300 428.628
35400 429.199
35500 430.258
35600 431.818
35700 433.403
35800 433.393
35900 434.503
36000 435.474
36100 436.283
36200 437.566
36300 438.234
36400 439.063
36500 440.325
36600 440.966
36700 441.834
36800 442.421
36900 443.645
37000 444.259
37100 445.352
37200 446.247
37300 448.846
37400 450.658
37500 451.649
37600 452.87
37700 453.507
37800 454.147
37900 454.629
38000 455.026
38100 457.401
38200 459.003
38300 460.661
38400 461.64
38500 463.501
38600 464.862
38700 467.185
38800 469.073
38900 469.449
39000 470.858
39100 472.74
39200 473.378
39300 474.976
39400 476.001
39500 476.387
39600 478.294
39700 479.23
39800 479.566
39900 481.539
40000 482.572
40100 484.157
40200 485.689
40300 488.085
40400 489.974
40500 490.604
40600 491.248
40700 493.183
40800 495.652
40900 497.123
41000 499.664
41100 502.202
41200 502.605
41300 503.583
41400 505.494
41500 505.435
41600 506.268
41700 506.626
41800 508.24
41900 509.972
42000 511.405
42100 512.755
42200 513.983
42300 515.615
42400 516.844
42500 518.172
42600 519.388
42700 520.798
42800 523.894
42900 523.948
43000 525.401
43100 526.213
43200 527.483
43300 528.227
43400 530.033
43500 532.262
43600 534.058
43700 535.8
43800 536.334
43900 538.351
44000 538.903
44100 540.974
44200 542.598
44300 541.988
44400 543.495
44500 545.888
44600 547.314
44700 547.179
44800 547.727
44900 548.888
45000 550.195
45100 551.327
45200 551.405
45300 552.527
45400 553.761
45500 555.364
45600 555.903
45700 557.602
45800 557.149
45900 558.704
46000 562.025
46100 563.917
46200 565.411
46300 566.953
46400 567.962
46500 570.026
46600 571.866
46700 572.827
46800 573.773
46900 575.458
47000 575.579
47100 577.657
47200 578.081
47300 578.854
47400 579.577
47500 580.382
47600 582.091
47700 584.274
47800 584.93
47900 586.25
48000 588.534
48100 589.295
48200 590.762
48300 593.005
48400 594.787
48500 595.933
48600 597.453
48700 599.738
48800 600.794
48900 603.471
49000 604.428
49100 605.552
49200 606.229
49300 607.223
49400 607.515
49500 607.083
49600 607.861
49700 608.773
49800 608.871
49900 609.411
50000 610.428
50100 611.928
50200 612.944
50300 613.42
50400 615.022
50500 615.089
50600 616.591
50700 617.635
50800 617.311
50900 618.373
51000 619.279
51100 621.311
51200 622.224
51300 623.651
51400 625.729
51500 627.423
51600 627.873
51700 629.319
51800 630.828
51900 631.813
52000 633.672
52100 635.859
52200 636.696
52300 637.693
52400 638.928
52500 638.959
52600 639.994
52700 641.069
52800 641.752
52900 642.608
53000 644.673
53100 646.573
53200 648.074
53300 648.972
53400 650.276
53500 652.585
53600 654.251
53700 655.12
53800 655.827
53900 658.129
54000 660.404
54100 662.73
54200 664.67
54300 665.052
54400 667.379
54500 667.536
54600 669.234
54700 670.504
54800 670.927
54900 672.447
55000 673.369
55100 674.176
55200 675.128
55300 676.568
55400 677.966
55500 678.545
55600 678.634
55700 678.671
55800 679.346
55900 680.382
56000 681.785
56100 683.073
56200 684.926
56300 685.699
56400 687.041
56500 687.656
56600 688.203
56700 688.806
56800 689.864
56900 690.23
57000 690.996
57100 691.494
57200 692.243
57300 694.312
57400 695.069
57500 697.375
57600 699.08
57700 700.369
57800 701.819
57900 703.414
58000 704.241
58100 704.362
58200 705.141
58300 705.67
58400 706.717
58500 707.109
58600 708.265
58700 709.028
58800 709.294
58900 710.37
59000 710.872
59100 713.095
59200 713.489
59300 714.629
59400 717.197
59500 717.344
59600 718.513
59700 719.44
59800 720.908
59900 721.267
60000 723.053
60100 724.302
60200 725.062
60300 727.339
60400 728.787
60500 729.853
60600 731.546
60700 732.21
60800 734.056
60900 735.578
61000 736.446
61100 737.173
61200 738.154
61300 737.546
61400 737.83
61500 738.033
61600 738.766
61700 741.522
61800 742.805
61900 743.534
62000 743.896
62100 745.044
62200 746.149
62300 748.223
62400 748.768
62500 749.619
62600 751.472
62700 752.143
62800 753.704
62900 754.762
63000 756.986
63100 757.764
63200 759.475
63300 760.436
63400 761.515
63500 762.784
63600 765.156
63700 766.336
63800 768.193
63900 768.66
64000 770.792
64100 771.243
64200 772.789
64300 773.098
64400 774.189
64500 775.958
64600 777.061
64700 778.629
64800 780.88
64900 782.754
65000 782.886
65100 782.628
65200 784.618
65300 786.658
65400 789.594
65500 792.15
65600 793.732
65700 795.651
65800 797.565
65900 798.407
66000 799.873
66100 800.687
66200 800.94
66300 802.295
66400 802.72
66500 803.211
66600 804.561
66700 805.909
66800 807.307
66900 808.487
67000 809.935
67100 811.149
67200 813.806
67300 815.223
67400 818.31
67500 819.365
67600 820.301
67700 821.583
67800 822.366
67900 822.91
68000 823.734
68100 824.492
68200 824.509
68300 825.794
68400 827.318
68500 828.378
68600 829.783
68700 830.677
68800 831.844
68900 833.783
69000 834.595
69100 835.469
69200 836.853
69300 838.468
69400 839.915
69500 841.73
69600 843.245
69700 845.392
69800 846.833
69900 848.946
70000 851.714
70100 852.273
70200 854.299
70300 856.103
70400 857.8
70500 858.709
70600 859.971
70700 860.813
70800 862.853
70900 865.317
71000 867.42
71100 868.824
71200 869.762
71300 870.992
71400 871.868
71500 873.877
71600 875.234
71700 875.841
71800 877.479
71900 878.383
72000 878.953
72100 878.758
72200 878.628
72300 879.888
72400 882.256
72500 882.793
72600 885.276
72700 886.721
72800 887.438
72900 889.568
73000 889.844
73100 891.266
73200 894.206
73300 894.21
73400 896.407
73500 899.101
73600 899.422
73700 900.934
73800 900.128
73900 901.434
74000 901.848
74100 903.606
74200 904.991
74300 905.879
74400 906.522
74500 906.157
74600 905.652
74700 908.003
74800 908.924
74900 909.722
75000 912.323
75100 913.302
75200 914.746
75300 914.734
75400 914.517
75500 916.872
75600 918.644
75700 918.107
75800 919.2
75900 920.836
76000 921.546
76100 922.235
76200 925
76300 926.284
76400 928.592
76500 929.374
76600 931.191
76700 931.109
76800 930.701
76900 931.435
77000 933.808
77100 933.731
77200 934.5
77300 936.991
77400 936.554
77500 937.866
77600 937.782
77700 937.408
77800 938.207
77900 938.636
78000 939.617
78100 940.781
78200 942.566
78300 943.702
78400 945.301
78500 946.167
78600 946.996
78700 948.529
78800 950.383
78900 951.067
79000 952.103
79100 952.946
79200 954.27
79300 954.911
79400 957.53
79500 956.695
79600 957.693
79700 959.555
79800 961.731
79900 963.076
80000 966.458
80100 966.937
80200 968.65
80300 968.542
80400 969.436
80500 971.552
80600 971.683
80700 974.303
80800 975.191
80900 978.074
81000 980.426
81100 981.674
81200 982.791
81300 986.074
81400 987.257
81500 988.973
81600 991.666
81700 992.369
81800 994.095
81900 995.078
82000 996.978
82100 997.75
82200 998.537
82300 998.248
82400 999.638
82500 1000.63
82600 1002.18
82700 1002.86
82800 1003.54
82900 1004.97
83000 1006.95
83100 1009.18
83200 1010.97
83300 1012.92
83400 1014.21
83500 1015.11
83600 1017.9
83700 1018.74
83800 1020.38
83900 1021.84
84000 1023.83
84100 1025.33
84200 1026.39
84300 1028.31
84400 1031.58
84500 1033.21
84600 1032.91
84700 1034.28
84800 1035.79
84900 1037.18
85000 1039.08
85100 1039.13
85200 1040.69
85300 1040.83
85400 1042.76
85500 1045.87
85600 1047.55
85700 1047.96
85800 1048.57
85900 1047.71
86000 1049.5
86100 1049.52
86200 1049.69
86300 1051.64
86400 1053.52
86500 1055.46
86600 1057.29
86700 1059.51
86800 1060.19
86900 1061.17
87000 1061.92
87100 1064.18
87200 1066.04
87300 1067.45
87400 1068.92
87500 1071.71
87600 1073.52
87700 1072.95
87800 1074.04
87900 1074.3
88000 1075.06
88100 1074.21
88200 1073.51
88300 1074.22
88400 1075.14
88500 1075.18
88600 1074.42
88700 1075.87
88800 1076.24
88900 1079.56
89000 1081.86
89100 1081.42
89200 1082.51
89300 1082.92
89400 1084.34
89500 1085.83
89600 1087.17
89700 1088.25
89800 1089.84
89900 1090.73
90000 1090.96
90100 1091.04
90200 1091.66
90300 1092.89
90400 1093.74
90500 1094.86
90600 1095.91
90700 1097.58
90800 1098.3
90900 1098.55
91000 1100.87
91100 1103.46
91200 1102.42
91300 1103.64
91400 1104.21
91500 1104.9
91600 1104.43
91700 1105.16
91800 1105.13
91900 1107.56
92000 1108.47
92100 1107.7
92200 1109.63
92300 1112.4
92400 1115.89
92500 1118.02
92600 1119.57
92700 1122.93
92800 1123.91
92900 1123.36
93000 1123.95
93100 1125.55
93200 1124.56
93300 1125.8
93400 1127.06
93500 1128.22
93600 1129.16
93700 1130.16
93800 1130.76
93900 1131.55
94000 1134.14
94100 1133.99
94200 1136.07
94300 1136.61
94400 1138.18
94500 1140.58
94600 1140.06
94700 1141.28
94800 1141.12
94900 1144.16
95000 1144.94
95100 1145.77
95200 1145.38
95300 1146.75
95400 1147.92
95500 1149.07
95600 1151.86
95700 1153.71
95800 1155.38
95900 1157.65
96000 1158
96100 1159.11
96200 1161.09
96300 1161.15
96400 1161.11
96500 1162.35
96600 1160.92
96700 1163.28
96800 1165.08
96900 1165
97000 1166.31
97100 1167.72
97200 1168.64
97300 1169.91
97400 1173.1
97500 1174.11
97600 1174.26
97700 1175.11
97800 1176.29
97900 1176.96
98000 1178.62
98100 1179.06
98200 1180.85
98300 1183.55
98400 1185.71
98500 1187.42
98600 1189.53
98700 1191
98800 1192.98
98900 1194.99
99000 1195.37
99100 1197.3
99200 1198.19
99300 1198.61
99400 1200.11
99500 1200.02
99600 1200.94
99700 1202.34
99800 1204.3
99900 1205
100000 1205.85
