strain,sxx_GPa
0.14000,2.07984
0.14100,2.19780
0.14200,2.26874
0.14300,2.21918
0.14400,1.99040
0.14500,1.99006
0.14600,1.93176
0.14700,2.15460
0.14800,2.16206
0.14900,2.14344
0.15000,2.13138
0.15100,1.99039
0.15200,1.91506
0.15300,1.93593
0.15400,2.08401
0.15500,2.02145
0.15600,1.87725
0.15700,1.98594
0.15800,1.89604
0.15900,1.93852
0.16000,2.06977
0.16100,1.96888
0.16200,2.10042
0.16300,1.93894
0.16400,1.83731
0.16500,1.86432
0.16600,1.87957
0.16700,1.87376
0.16800,1.84588
0.16900,1.95128
0.17000,1.83167
0.17100,1.80592
0.17200,1.90164
0.17300,1.89865
0.17400,2.07580
0.17500,2.07686
0.17600,1.98371
0.17700,1.86323
0.17800,1.72623
0.17900,1.81514
0.18000,2.01639
0.18100,2.00201
0.18200,1.97481
0.18300,1.82643
0.18400,1.81271
0.18500,1.90457
0.18600,1.90935
0.18700,1.86512
0.18800,1.83772
0.18900,1.80771
0.19000,1.78595
0.19100,1.74053
0.19200,1.71185
0.19300,1.73700
0.19400,1.65723
0.19500,1.65486
0.19600,1.56159
0.19700,1.50091
0.19800,1.54220
0.19900,1.50781
0.20000,1.54341
0.20100,1.59584
0.20200,1.49051
0.20300,1.37274
0.20400,1.47515
0.20500,1.59698
0.20600,1.64681
0.20700,1.61872
0.20800,1.49481
0.20900,1.46236
0.21000,1.49053
0.21100,1.63644
0.21200,1.51929
0.21300,1.65805
0.21400,1.63218
0.21500,1.70001
0.21600,1.67068
0.21700,1.56517
0.21800,1.53116
0.21900,1.54993
0.22000,1.57218
0.22100,1.60788
0.22200,1.47493
0.22300,1.46465
0.22400,1.42471
0.22500,1.36774
0.22600,1.43332
0.22700,1.34885
0.22800,1.33966
0.22900,1.28472
0.23000,1.31127
0.23100,1.45107
0.23200,1.32442
0.23300,1.43400
0.23400,1.45760
0.23500,1.32903
0.23600,1.47547
0.23700,1.49735
0.23800,1.63995
0.23900,1.43705
0.24000,1.49892
0.24100,1.45563
0.24200,1.53493
0.24300,1.39368
0.24400,1.41842
0.24500,1.46912
0.24600,1.42318
0.24700,1.43453
0.24800,1.35517
0.24900,1.35615
0.25000,1.30669
0.25100,1.27105
0.25200,1.19231
0.25300,1.25607
0.25400,1.10514
0.25500,1.30314
0.25600,1.07322
0.25700,1.14186
0.25800,1.14950
0.25900,1.13105
0.26000,1.20568
0.26100,1.01814
0.26200,1.11495
0.26300,1.13353
0.26400,1.17439
0.26500,1.16440
0.26600,0.95932
0.26700,1.04746
0.26800,1.13282
0.26900,1.08624
0.27000,1.19700
0.27100,0.94399
0.27200,0.94073
0.27300,1.20600
0.27400,1.20825
0.27500,1.22304
0.27600,1.15389
0.27700,1.07616
0.27800,1.14416
0.27900,1.08151
0.28000,1.00932
0.28100,1.12501
0.28200,1.22524
0.28300,1.06891
0.28400,1.16150
0.28500,1.08977
0.28600,0.95789
0.28700,1.08665
0.28800,1.28453
0.28900,1.26331
0.29000,1.27758
0.29100,1.23612
0.29200,1.13340
0.29300,1.12909
0.29400,1.27687
0.29500,1.33473
0.29600,1.40258
0.29700,1.38308
0.29800,1.24846
0.29900,1.26482
0.30000,1.38548
0.30100,1.32189
0.30200,1.44821
0.30300,1.41071
0.30400,1.30395
0.30500,1.25946
0.30600,1.27110
0.30700,1.24131
0.30800,1.34923
0.30900,1.37539
0.31000,1.28657
0.31100,1.19557
0.31200,1.34230
0.31300,1.33944
0.31400,1.31360
0.31500,1.34843
0.31600,1.22032
0.31700,1.28459
0.31800,1.22038
0.31900,1.27493
0.32000,1.09873
0.32100,1.21833
0.32200,1.30154
0.32300,1.18251
0.32400,1.08758
0.32500,1.05702
0.32600,1.12668
0.32700,1.24326
0.32800,1.13944
0.32900,0.95873
0.33000,1.02693
0.33100,1.03767
0.33200,1.09159
0.33300,0.87355
0.33400,0.87003
0.33500,0.87405
0.33600,0.82390
0.33700,0.92585
0.33800,0.91882
0.33900,0.94891
0.34000,0.87661
0.34100,0.95060
0.34200,0.91966
0.34300,0.87436
0.34400,1.04090
0.34500,1.12094
0.34600,1.16687
0.34700,1.10275
0.34800,1.02175
0.34900,1.06425
0.35000,1.27097
0.35100,1.36411
0.35200,1.36689
0.35300,1.18459
0.35400,1.14359
0.35500,1.08689
0.35600,1.12339
0.35700,1.15053
0.35800,1.16981
0.35900,0.84361
0.36000,0.97311
0.36100,0.96733
0.36200,0.91395
0.36300,0.98482
0.36400,0.88011
0.36500,0.91549
0.36600,0.79139
0.36700,0.69579
0.36800,0.78660
0.36900,0.79696
0.37000,0.90104
0.37100,0.88926
0.37200,0.95732
0.37300,0.89859
0.37400,0.94960
0.37500,0.94404
0.37600,0.99018
0.37700,0.93376
0.37800,0.89004
0.37900,1.00595
0.38000,0.89096
0.38100,0.91027
0.38200,0.82341
0.38300,0.91690
0.38400,0.85573
0.38500,0.69757
0.38600,0.83817
0.38700,0.82725
0.38800,0.73126
0.38900,0.57339
0.39000,0.45375
0.39100,0.44486
0.39200,0.56455
0.39300,0.54685
0.39400,0.50198
0.39500,0.51853
0.39600,0.50456
0.39700,0.50076
0.39800,0.45151
0.39900,0.64122
0.40000,0.53831
0.40100,0.58589
0.40200,0.48286
0.40300,0.48522
0.40400,0.43734
0.40500,0.51077
0.40600,0.46459
0.40700,0.45991
0.40800,0.45285
0.40900,0.47025
0.41000,0.41739
0.41100,0.34541
0.41200,0.33667
0.41300,0.34951
0.41400,0.25103
0.41500,0.43677
0.41600,0.47619
0.41700,0.33760
0.41800,0.25399
0.41900,0.33135
0.42000,0.40539
0.42100,0.42217
0.42200,0.46032
0.42300,0.48872
0.42400,0.37386
0.42500,0.48080
0.42600,0.46354
0.42700,0.59900
0.42800,0.66779
0.42900,0.70105
0.43000,0.41026
0.43100,0.42138
0.43200,0.51631
0.43300,0.49002
0.43400,0.48429
0.43500,0.51258
0.43600,0.33044
0.43700,0.49369
0.43800,0.43422
0.43900,0.41944
0.44000,0.25718
0.44100,0.28336
0.44200,0.36721
0.44300,0.37491
0.44400,0.35192
0.44500,0.32972
0.44600,0.29942
0.44700,0.25955
0.44800,0.39001
0.44900,0.40990
0.45000,0.36937
0.45100,0.51051
0.45200,0.33011
0.45300,0.32803
0.45400,0.47320
0.45500,0.47934
0.45600,0.37733
0.45700,0.50187
0.45800,0.45086
0.45900,0.41162
0.46000,0.53859
0.46100,0.36865
0.46200,0.49655
0.46300,0.39559
0.46400,0.58939
0.46500,0.51624
0.46600,0.40161
0.46700,0.21318
0.46800,0.33317
0.46900,0.38823
0.47000,0.36987
0.47100,0.33226
0.47200,0.35372
0.47300,0.21454
0.47400,0.18662
0.47500,0.09765
0.47600,0.12699
0.47700,0.15079
0.47800,0.14145
0.47900,0.02959
0.48000,0.03603
0.48100,-0.04833
0.48200,-0.00300
0.48300,0.04322
0.48400,-0.04109
0.48500,-0.03172
0.48600,-0.13879
0.48700,0.04497
0.48800,0.01708
0.48900,0.05400
0.49000,-0.00058
0.49100,0.01971
0.49200,0.04946
0.49300,0.16581
0.49400,0.12893
0.49500,0.13213
0.49600,0.26054
0.49700,0.18114
0.49800,0.25422
0.49900,0.07456
0.50000,0.10367
0.50100,0.17082
0.50200,0.10778
0.50300,0.10274
0.50400,0.00835
0.50500,-0.04489
0.50600,-0.06782
0.50700,0.07960
0.50800,-0.07101
0.50900,-0.01858
0.51000,-0.19958
0.51100,-0.28315
0.51200,-0.16035
0.51300,-0.29538
0.51400,-0.19723
0.51500,-0.08365
0.51600,-0.19157
0.51700,-0.09848
0.51800,-0.18551
0.51900,0.01881
0.52000,0.03128
0.52100,0.05495
0.52200,0.09271
0.52300,0.01284
0.52400,0.04490
0.52500,0.24197
0.52600,0.16585
0.52700,0.18546
0.52800,0.25981
0.52900,0.17485
0.53000,0.32882
0.53100,0.11631
0.53200,0.05681
0.53300,0.16422
0.53400,0.08263
0.53500,0.05606
0.53600,0.05487
0.53700,-0.09942
0.53800,-0.07637
0.53900,-0.17598
0.54000,-0.13046
0.54100,-0.13260
0.54200,-0.22920
0.54300,-0.22641
0.54400,-0.11870
0.54500,-0.15174
0.54600,-0.22579
0.54700,-0.21744
0.54800,-0.18385
0.54900,-0.05073
0.55000,-0.02726
0.55100,0.05379
0.55200,0.00060
0.55300,0.05858
0.55400,0.08326
0.55500,0.12425
0.55600,0.07673
0.55700,0.32664
0.55800,0.18229
0.55900,0.11798
0.56000,0.11692
0.56100,-0.05224
0.56200,0.10229
0.56300,0.19079
0.56400,0.15562
0.56500,0.02271
0.56600,-0.06392
0.56700,-0.01236
0.56800,-0.02170
0.56900,-0.06977
0.57000,0.03924
0.57100,-0.07248
0.57200,-0.03174
0.57300,0.00077
0.57400,-0.16194
0.57500,-0.24462
0.57600,-0.25310
0.57700,-0.15008
0.57800,-0.09318
0.57900,-0.03564
0.58000,-0.09621
0.58100,-0.14922
0.58200,-0.24669
0.58300,-0.01611
0.58400,0.15675
0.58500,-0.00670
0.58600,0.05475
0.58700,0.01711
0.58800,0.15674
0.58900,0.07713
0.59000,0.23784
0.59100,0.17047
0.59200,0.12464
0.59300,0.04218
0.59400,0.17204
0.59500,0.11873
0.59600,0.13143
0.59700,0.23208
0.59800,0.10572
0.59900,0.04207
0.60000,-0.01502
0.60100,-0.08717
0.60200,-0.11568
0.60300,-0.07375
0.60400,-0.23301
0.60500,-0.06570
0.60600,-0.14165
0.60700,-0.08147
0.60800,-0.26294
0.60900,-0.13749
0.61000,-0.21722
0.61100,-0.14330
0.61200,-0.11088
0.61300,-0.04980
0.61400,-0.04498
0.61500,-0.00823
0.61600,-0.08825
0.61700,-0.02915
0.61800,0.12963
0.61900,0.03673
0.62000,0.09523
0.62100,0.20114
0.62200,0.20120
0.62300,0.17348
0.62400,0.16174
0.62500,0.14489
0.62600,0.20152
0.62700,0.27733
0.62800,0.10347
0.62900,0.05513
0.63000,-0.03153
0.63100,-0.00266
0.63200,-0.02501
0.63300,0.00408
0.63400,-0.05925
0.63500,-0.07683
0.63600,-0.20816
0.63700,-0.19972
0.63800,-0.22115
0.63900,-0.18130
0.64000,-0.10636
0.64100,-0.15197
0.64200,-0.21271
0.64300,-0.21480
0.64400,-0.15885
0.64500,-0.03123
0.64600,0.01658
0.64700,0.09011
0.64800,0.02370
0.64900,-0.00842
0.65000,-0.08058
0.65100,0.11373
0.65200,0.12673
0.65300,0.16354
0.65400,0.24534
0.65500,0.02066
0.65600,0.12433
0.65700,0.12869
0.65800,0.20373
0.65900,0.13661
0.66000,0.10983
0.66100,0.01061
0.66200,-0.06296
0.66300,0.08614
0.66400,0.04625
0.66500,0.08798
0.66600,-0.18043
0.66700,-0.24685
0.66800,-0.05914
0.66900,-0.14377
0.67000,-0.14152
0.67100,-0.21733
0.67200,-0.24707
0.67300,-0.09761
0.67400,0.02159
0.67500,-0.01937
0.67600,-0.07436
0.67700,-0.02987
0.67800,-0.02337
0.67900,-0.17446
0.68000,0.01625
0.68100,0.01065
0.68200,0.12776
0.68300,0.11310
0.68400,0.17876
0.68500,-0.04095
0.68600,0.19753
0.68700,0.14480
0.68800,0.24085
0.68900,0.16239
0.69000,0.00885
0.69100,0.01539
0.69200,0.10321
0.69300,0.10008
0.69400,0.07263
0.69500,0.04937
0.69600,0.04832
0.69700,-0.22439
0.69800,-0.14437
0.69900,-0.27561
0.70000,-0.16674
0.70100,-0.08001
0.70200,-0.02550
0.70300,0.00119
0.70400,-0.11356
0.70500,-0.12781
0.70600,-0.21825
0.70700,-0.10402
0.70800,0.06754
0.70900,0.09447
0.71000,0.05172
0.71100,-0.09657
0.71200,0.12859
0.71300,0.11262
0.71400,0.16499
0.71500,0.14537
0.71600,0.10986
0.71700,0.13416
0.71800,0.21339
0.71900,0.05724
0.72000,0.19610
0.72100,0.14754
0.72200,0.03323
0.72300,-0.10880
0.72400,-0.15515
0.72500,-0.01908
0.72600,-0.02157
0.72700,0.03585
0.72800,-0.07272
0.72900,-0.21171
0.73000,-0.21175
0.73100,-0.15628
0.73200,0.00760
0.73300,0.04308
0.73400,-0.17793
0.73500,-0.27543
0.73600,-0.14374
0.73700,-0.03085
0.73800,0.17272
0.73900,0.09083
0.74000,0.18308
0.74100,0.13566
0.74200,0.00481
0.74300,0.12469
0.74400,0.12360
0.74500,0.18025
0.74600,0.15111
0.74700,0.03825
0.74800,0.02219
0.74900,-0.02012
0.75000,0.00112
0.75100,0.17150
0.75200,0.05308
0.75300,-0.03250
0.75400,0.00209
0.75500,-0.15947
0.75600,0.08500
0.75700,-0.06437
0.75800,-0.07706
0.75900,-0.03418
0.76000,-0.22205
0.76100,-0.30927
0.76200,-0.22620
0.76300,-0.15145
0.76400,-0.11510
0.76500,-0.10108
0.76600,-0.19235
0.76700,-0.12110
0.76800,-0.02472
0.76900,0.15159
0.77000,0.11807
0.77100,0.14473
0.77200,0.01466
0.77300,0.09778
0.77400,-0.03174
0.77500,0.07472
0.77600,0.05837
0.77700,0.11045
0.77800,0.21099
0.77900,0.22744
0.78000,0.04835
0.78100,-0.09084
0.78200,0.11674
0.78300,0.13883
0.78400,0.03735
0.78500,-0.01026
0.78600,-0.17028
0.78700,-0.21505
0.78800,-0.16841
0.78900,-0.10537
0.79000,-0.05885
0.79100,-0.13458
0.79200,-0.24793
0.79300,-0.13819
0.79400,-0.06385
0.79500,-0.09628
0.79600,-0.08720
0.79700,0.00872
0.79800,-0.07779
0.79900,-0.23921
0.80000,-0.06185
0.80100,-0.05194
0.80200,0.15368
0.80300,0.18649
0.80400,-0.02590
0.80500,0.01382
0.80600,0.09154
0.80700,0.17970
0.80800,0.14355
0.80900,0.10991
0.81000,0.11545
0.81100,0.02972
0.81200,0.05602
0.81300,0.04212
0.81400,0.11938
0.81500,0.08899
0.81600,0.00302
0.81700,-0.14066
0.81800,-0.13280
0.81900,0.01500
0.82000,0.13799
0.82100,0.05043
0.82200,-0.13798
0.82300,-0.15013
0.82400,-0.10557
0.82500,-0.03567
0.82600,0.07061
0.82700,-0.06466
0.82800,-0.07567
0.82900,-0.09119
0.83000,-0.12358
0.83100,-0.13631
0.83200,-0.02627
0.83300,-0.05430
0.83400,-0.02070
0.83500,-0.02042
0.83600,0.07086
0.83700,0.07455
0.83800,0.08670
0.83900,0.04704
0.84000,-0.11607
0.84100,-0.13821
0.84200,0.22392
0.84300,0.13704
0.84400,0.13244
0.84500,0.00674
0.84600,0.07322
0.84700,0.06216
0.84800,0.12455
0.84900,0.14484
0.85000,0.06962
0.85100,-0.08496
0.85200,-0.18557
0.85300,-0.09911
0.85400,0.01626
0.85500,-0.03595
0.85600,-0.05390
0.85700,-0.11450
0.85800,-0.12334
0.85900,-0.05417
0.86000,-0.04953
0.86100,-0.09806
0.86200,-0.16351
0.86300,-0.11909
0.86400,-0.18613
0.86500,-0.01044
0.86600,0.08512
0.86700,0.10090
0.86800,0.04778
0.86900,-0.14430
0.87000,-0.04806
0.87100,0.12804
0.87200,0.22421
0.87300,0.04215
0.87400,0.07792
0.87500,-0.08537
0.87600,-0.01894
0.87700,0.14586
0.87800,0.15327
0.87900,0.16569
0.88000,0.02773
0.88100,0.14350
0.88200,0.07802
0.88300,-0.02128
0.88400,0.03946
0.88500,0.00848
0.88600,-0.09124
0.88700,-0.07655
0.88800,-0.09441
0.88900,-0.04845
0.89000,-0.04629
0.89100,0.01133
0.89200,-0.08452
0.89300,-0.11480
0.89400,-0.06459
0.89500,-0.16513
0.89600,-0.20326
0.89700,-0.08820
0.89800,0.06531
0.89900,-0.01085
0.90000,0.09587
0.90100,0.00886
0.90200,0.05215
0.90300,-0.10279
0.90400,0.02606
0.90500,0.16081
0.90600,0.16425
0.90700,0.19911
0.90800,0.00705
0.90900,0.11332
0.91000,0.11949
0.91100,0.22075
0.91200,0.17682
0.91300,0.02236
0.91400,-0.10661
0.91500,-0.02370
0.91600,-0.06779
0.91700,-0.07024
0.91800,-0.17272
0.91900,-0.13180
0.92000,-0.21242
0.92100,-0.16954
0.92200,-0.13246
0.92300,0.09540
0.92400,-0.03885
0.92500,-0.19274
0.92600,-0.07476
0.92700,-0.15842
0.92800,-0.04349
0.92900,0.12613
0.93000,-0.03170
0.93100,-0.00881
0.93200,-0.04211
0.93300,0.17385
0.93400,0.05842
0.93500,0.20456
0.93600,0.00845
0.93700,0.09363
0.93800,0.01743
0.93900,0.24174
0.94000,0.07868
0.94100,0.04814
0.94200,-0.05088
0.94300,0.00571
0.94400,-0.05002
0.94500,0.06713
0.94600,-0.01998
0.94700,-0.07614
0.94800,-0.16252
0.94900,-0.17838
0.95000,-0.24781
0.95100,-0.22881
0.95200,0.00718
0.95300,-0.01261
0.95400,-0.12795
0.95500,-0.15102
0.95600,-0.13197
0.95700,-0.07613
0.95800,0.03585
0.95900,0.11755
0.96000,0.06570
0.96100,-0.07083
0.96200,-0.05190
0.96300,0.15060
0.96400,0.16614
0.96500,0.03167
0.96600,0.19074
0.96700,0.16027
0.96800,0.03817
0.96900,0.19151
0.97000,0.20976
0.97100,0.19493
0.97200,0.10311
0.97300,-0.01039
0.97400,-0.08619
0.97500,-0.08766
0.97600,-0.08768
0.97700,0.05695
0.97800,-0.09055
0.97900,-0.15537
0.98000,-0.18987
0.98100,-0.16411
0.98200,-0.02565
0.98300,-0.08181
0.98400,-0.20852
0.98500,-0.15751
0.98600,-0.01703
0.98700,-0.04726
0.98800,-0.05526
0.98900,0.03037
0.99000,0.02338
0.99100,0.01854
0.99200,0.02313
0.99300,0.16080
0.99400,0.00525
0.99500,0.05928
0.99600,0.10518
0.99700,0.12735
0.99800,0.19201
0.99900,0.23608
1.00000,0.14914
